Country,State,City,Coordinates,Descriptions,Havens count,Place type,image
USA,New York State,Central New York,"43.0481° N, 76.1474° W","Dissected by the picturesque Mohawk River, Central New York abounds in trails, farms, & cultural treasures. Visit baseball legends in Cooperstown, mine for Herkimer crystals, or discover local museums…",25+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3ViQnZBMzZXX0hYQkFPT3lCaC1kS3cvV2YwejhxTlFiUEFBOE9ZbmZ1c1RTdnMwbVZvRGo4LVk0cFY3amdYZ05vZ1Rvcy15ME43elQ2RDVxUW5ldzktd2NaM0x5Vjc4OUJocGg5OGMwTWJEYVFqYldKdVpyRDhBZG80cjhqZkp6cXNNNkpOcHl0NUR6VGhMRENoVFAtM3cvemRwOWpQbGpYSll4aWFmYzlOdzVkem5RVWZKM05JR082LTg0dDVkdXdHbw=="
USA,New York State,Finger Lakes,"42.8694° N, 76.9779° W",Narrow glacial lakes inspire this region’s name as well as nurture its stellar vineyards and fertile farms. Picture swilling a crisp Riesling at a lakeside winery or blowing glass at Corning’s museum…,150+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0toLXJYSnF3SW1JT19zQllBWHoteWcvZ3ZERFBXQnRzcklBeWVYZE01TXhvZXQxTXFkbl9Mb29LZ29HUzh6eHRiTEtaRWJEa3QtU3BtU21YT0VXQ3VHMTFZb213SUFMU0xSWmh3UDhoei1PRlM0THE2djlJMVJiWUlFNkFEeXh0T3pab0Q0MFNONWpHdXhOZDh1Q3NnV2kvZUI5ZFFMUmVBekxhaGF1QVdYTlI0emxSTFMycG54Y2M2LXM1bWdlUkY5QQ=="
USA,New York State,Greater Niagara,"43.0962° N, 79.0377° W","Spanning the New York/Ontario border, Niagara Falls is an impressive sight. Don a poncho for an up-close boat tour, dry off with a hike in the oldest US state park, then try your luck at the casino...",,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1k2U29tUFItTGxlM0pvdHpKQjlnUlEvY01PM2Yxa09KYXZjX0J3eFV6ZXd1U2EyVGsyU3VkYVpMMEdldWFkdUl6blltdFhwdU5kX0RBRXNYclhabERId0hpSy12SmpzRTZlQmVRc241ZVUxWG5aTXhMdHZTWkZoRWhiXzJtSGI0TUFELXhmRzRBRG8wZ2ZyM2VpeGl2OGYvd0xtZmlpUWUtZGRGRE5qQmlidXdzdHN4MTNYVF9BYWVzR2VWVHpjMHQwWQ=="
USA,New York State,Hudson Valley,"41.1432° N, 73.8299° W","Just north of Manhattan, the Hudson Valley is rich in laid-back cultural stops & culinary prowess. Walk among sculptural giants at Storm King & tour a bygone mansion before imbibing at a craft distillery…",150+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3hYNmFoblBJTzJjQW00eGloZ3NCNlEvR3lmYlZIUlQya0VQTkNENk8wVFV4UVlQSmJvZ3hiYURidHFLMEE0STdsZXhrZVg2eEl6Y1RaUG5ySXZuMlNERWZXT01vNU5idjNVbUFaNE1xVEhvQ3FuT0pQY2M0cUd2ZGR2YWwzaVA3U2FiTFhERUR4WG5aTGtZYjVLRGJmM3UvaWtzSDhYR0xTRUVRVldsYnFrMmpnSkh2V3l4NnlCR1hBcjdGaDZka1Mxcw=="
USA,New York State,New York City,"40.7128° N, 74.0060° W","The Big Apple’s 5 boroughs are packed with adventure. Discover the Met’s masterpieces, watch tennis greats at Flushing Meadows, or talk to the animals at the Bronx Zoo. The possibilities are endless…",250+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2hOTlR4REpWVjhMX3ZPNFFSS0F6elEvY0hQSkhGTGQ2LWY3dDdQQW5VNzB3SFdib2Y4LTRHUVgtVjV6UWFyVzhRUEdoSXROQnJlWG5qS01jWGx4UHpPSnkxeUZoM1JzcFQwd05DMUQ3RHRhX1Ntd01GVnlLaGRaQmFJZW5jOVlMRXJya3Nza0RDSmhMWWJjcGhYRjBfdnAveVNPRjVqbDNhX2dJVDVxalpuNnZJMGdaSGRSQ2VSbFBkcmpENThKRmIzWQ=="
USA,New York State,The Adirondacks,"44.0592° N, 74.9921° W","As the largest protected region in the US, the Adirondacks is full of year-round adventure. Tackle Mount Marcy in summer, hit the slopes at Lake Placid, or watch the leaves change from a lakeside cabin…",150+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL21YZkNQckhKR2E5c0l5aFNTN3BQeVEvc3MtNWxCQmxCUkNSWFUxTEdqcy1xRlJQdVlvV2JuaWZ2cTBfNWxyV3JzbEljNEFUVUxkeWdYUXNGZy16V3JMUkFaQ1hSS3ZaczlIU2tjRzN0eW5HckhMNzVoOEpaT2FJR1F4Q05USElGVG56UFNZV3JmV09Bc3lSZXJ0cVQ0Tk0vYzZhZjlpbkw3cnJnTjJFVVFhQlZsX3gzTlhNZ0s3bWdQa2k3LWVrS1RYZw=="
USA,New York State,The Catskills,"42.0000° N, 74.5000° W",Tucked away in the Catskills’ quaint villages are craft breweries and local theaters. Adventurers can fly high on America’s longest zipline or hike Slide Mountain before cooling off in gorgeous Cooper Lake…,50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2V1WDEzdmJUT1I5WnpOTzBvMVdydkEvS2R2VjgweXZ5NDlBb256RjhSWDhsRTRaODJQTnktU3k4QzlKR2dRVS1QbHR1QUp6NDYya09LTW5wdFhkOS1ZeENFZ2NFTFUtbW9DdjUtN2QwX0t0b2MwbHQ4Skt6R0ctYUE0RWZNWXZNQmsvbUlPdy1oajJsTEVhSVVtWXlSYUxwbkpGT2FRR1ZVWXozYV9nNW5qVnBLVQ=="
USA,New York State,The Hamptons,"40.9634° N, 72.1848° W","Home to glamorous homes & posh towns, the Hamptons boast fabulous wide beaches, thriving vineyards, and cultural stops. Catch a wave in Montauk before dining alfresco amidst the sunset’s glow...",500+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1hvN1dWVUhVWWZCd3h3TzNNeEphS0EvcnlyRmJtaE9CWE15RUdEWS1qaGpFalhQZU1aUFoyYVl6bDMtalFZZWU5Wm1GZHRYQ2VPRDVXaWlHdmxRVXdpUnZ6UjB5d0xkYjhya1htZXhCVWc2ajBVSnIxMk80ak9DQjEwN1hqRG1Xc2svOGpBaHBGb3BvbVVOUUNzTV9zN0dMbmxjZkFPTVRYR2hvM3lVNjBxVjlrTQ=="
USA,New York State,Thousand Islands,"44.3355° N, 76.1699° W","With more than 1800 islands to explore, the Thousand Islands are a playground for boat lovers. Marvel at floating castles, hike trails on Wellesley Island, or unwind on the St. Lawrence River’s sandy shores...",25+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1l5REJPcF9Qd3BsTVBHamxOaXBNOUEveFRQN2Q3YTYzdjhfWUVjODRCMkh4Q243bVdHZnowbUkwTTRUcURJNnZ1QjA0alEwTF9NckNNZzFhVnJqS0xHSjJZSFFZQ0FvNk40a2hDYXJuaDFsYzFkSkRzcVAyYk1HNVBuUFFia1l3bTZXV3pjU2tXVVhPNHk4blQ1UkdFMlUvTWljN3lLLUJGTnRKdVEza1NzQnk3M1RJYkNZM0gzWUdVem93N29kaTVyaw=="
USA,North Carolina,,,"From the Outer Banks’ sunsets to fiery foliage in the Great Smokies, North Carolina offers splendid vistas. Find your perfect base for cheering on your favorite college team or touring the grand Biltmore Estate….",5000+ Havens,14 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1dlM0JRaXZBaHNaZjJmcGdoc081OEEveW11d1FnYnFJbGNRdWhjdG5DVGlvVFdjQ0NsRjdPdk5uRWZKWnVJbDY5T0RadGwxejZ2MFhCRlFzemRIZE4wNmVTMXlPNkN6MGw2M0pGT091WVhVRUlfa2VxYUVoa0M5WURMajlnMmhTWWgyb0hLanFNUl8xeWY1ZGVVYjFRdGwvTk9iY1NKUFVWMlp1bUJTNU1PNzM5WjdLTm1Cb1ZrMlBWWjJRSFJmZXNzaw=="
USA,North Carolina,Asheville,"35.5951° N, 82.5515° W","Discover Asheville's vibrant arts scene, rich history, and the stunning Blue Ridge Mountains. Explore the iconic Biltmore Estate, craft breweries, and a thriving culinary scene...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1BVY2s0dThsYTdMMkNtNkpiXzhMd3cvMWtpM3JSLXNveW04MG1SSU03UGlQUFVUQlZYX0pVZnN6TGZ0TFBSM2JJTGhSdmRkckZqYlNTTm5PbzFLZk1GbV9aVy1Cb2w1YXF2cnRjQVVNX2FsNDBwV21pMHFKNlIydUFqLU1yUlBoZ1kvQ2dhc3I3cGwtVDJZdE9wTlVWdFhpc2RGazVNZDdxLWwxam55M1dudTVzbw=="
USA,North Carolina,Bald Head Island,"33.8614° N, 78.0006° W","Escape to the serene beauty of Bald Head Island, a car-free haven of pristine beaches, maritime forests, and charming coastal ambiance. Unwind in this exclusive island retreat...",25+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1pDaGszQ2RxZGpVWlpGV0Nhbzdqb0EvRlBBUHlXMjdWQTJFQ0MxYjlHakgtRDFfSkFCWVNGeDYxVjBZYlFYbkZWRjRMM1RqV2dPSGtmenY0TVk5Vkw2WjRPdi13b01ubzNXSUN1YkFGNVVPY196eUlXelRkSVFMSmMyd1g2eGZibHpjRndmSXZhajhTZzRjSkk2b3k3N1IvMkx4NFBkV3dmM2ZPa3dfeXFtcGxfLWlRaEpHTlN4d0N5eFgxWV9PTWgwRQ=="
USA,North Carolina,Charlotte,"35.2271° N, 80.8431° W","Experience the energy of Charlotte, a bustling city with a rich cultural scene, diverse neighborhoods, and world-class attractions. Discover the heart of the Queen City...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzQ0Mmt0MEN5SVRRcmpHTDlwRHBzWkEvbkdIcHY3Njc4QzVkQ0ZtZjNld3Vjb2FLVlJDaDlVT1h3VGRWamZXdWxxRjZuWklLdjAtNl9MUFdSR1dONjlVVTBWcE54MG5Bdjl4VFZzakFTeWhiYndJRmhCaWptOEIxT1hGWHVta21xTWcvWU83bkxGT2VIal93V0Q3UXd6dFhKZ0hzUzVpcWtONTJldGx6SnNBeEdoTQ=="
USA,North Carolina,High Country,"36.3333° N, 81.7890° W","Immerse yourself in the natural beauty of North Carolina's High Country, where the Blue Ridge Mountains offer year-round outdoor recreation, scenic drives, and charming small towns...",250+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3FDdkpQVGpmZ3AtV012N082eTFvX1EvblBZeXl5bGd0MC00ZGlodTBaeDRTdy1ickFjaXRzWmxLa0RzR1h1bmZYZ09qcXhWSjNnbFR5U1RQdnhpYUVUNXB2bHFlRDBLcXNrcnFxRVRpVDcwcjRJdXAyS2w5Sm1wckI5XzJxNF80ZVJZTUVGUFV0TXczV1dlT1BteXlsLVEvdjllYi1fWnVQTmR4a2FiRUtjYmZsOE1ieDNyMW16WkhqWkRMRlhYaFdTTQ=="
USA,North Carolina,Holden Beach,"33.9150° N, 78.3090° W","Relax on the pristine shores of Holden Beach, a tranquil coastal gem offering sandy beaches, stunning sunsets, and a family-friendly atmosphere. Enjoy seaside serenity...",150+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3ZsWXZLTkxSWUdSN3R3ZmlZeUdtNHcvMlBnQlgxMWt4allGOHJnVmNheGYxYlRrLW1EQThXTXpmellCcFRLbFpKNXB3dHAtWlhaSEFaaEM4aGxWU1NMaHhHelBPajRiWllwX0NVX25OWkhGSXVpUk0yZ3FZNzh5R0VfYXg1bG5yanNNS0NlTkZ4RHo1NHBmUkx0N0RYRWgveXA4SHl1dFVROVRoZXRVcnczb0hhd3UyS3d2UUhpUFlIOWdoQnVOWGZvVQ=="
USA,North Carolina,Lake Lure,"35.4398° N, 82.1920° W","Uncover the enchanting beauty of Lake Lure, nestled amid the Blue Ridge Mountains. Delight in sparkling waters, scenic hiking trails, and charming local attractions...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzZFSzRRMUplZ3FwOV9DdTk3QzBabWcvbm9FaXJiMHVHc00ybmpPZGxqUEJSWWo4QmFLWHNyWDZhLVBFeE9TandvSnhvM3d6NHhjRDI1UTd1NGs2RUVWMTQxTkxKUDZabFkxblBxU3pEN3FNNlBLTHJfdk9LSTR2dWdsZ2I0QklWbG8veV9wOExLM2t5VlhtLVRjNEswUm93a2ljT2k3NjgtUl9HVFhLbkl0MTRhaw=="
USA,North Carolina,Lake Norman,"35.5849° N, 80.8942° W","Discover the allure of Lake Norman, a sprawling playground for water sports, fishing, and lakeside relaxation. Enjoy charming towns, vibrant dining, and picturesque scenery...",20+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1BGbHJlSnJYa3E2S1hDSWdnbDFpUVEvRU9zOGZGNEtNU0EwODMweW9nMTBOUlJ4LTFmVlgtVmNsUktKRUhSNmtNOGZ1akdfR1pBUy05Mm1UNVdVbE5XclV2eFZhZ1o2aXFQQUEwUWFwNV9JdGJiUXhkX2MyQWlQSVFCM2ZsenVTUzgvUjRvMmZtV1JpZXpEMkpzSkZxRnRvdkYzRmplckZlaDlEcWNYQWVVSXp3SQ=="
USA,North Carolina,Outer Banks,"35.5585° N, 75.4665° W","Explore the windswept beauty of the Outer Banks, a chain of barrier islands boasting pristine beaches, historic lighthouses, and unique coastal ecosystems. Embrace the breezy spirit of OBX...",3000+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1UteE4xMGZzNnZGU3kwTUNsN2xkdUEvcU5RNk9KSHFvSzlib0FwUEJGdWUwdjVfTFJlVlJPTWRNYWs3UlJGLW1lWkhUVWtmNWpnc042ZWNtaUxuZXlUcFdlSEpESG1KNXpzbkl0WlhRbU0yM2s3cUNkRnZwai1maTR1MHpLTng5Um8vUzRHcTUxOEJiOUgwNFlsWEh0ZWV1c2xhNnRCbFVPekphanNaUTdJM3piVQ=="
USA,North Carolina,Pinehurst,"35.1960° N, 79.4695° W","Experience the refined charm of Pinehurst, a historic golf getaway offering world-class courses, luxurious resorts, and a captivating village atmosphere. Indulge in the golf lover's paradise...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1p0VVNUSm5Cay1MdWdGSVQzVUtlaXcvRHgtOTNJMktUWGxLMEl2ZDE0czVubl9JVDdiY2FIZ0hzNGFEcGtReHdJSmpJQ2xJMlRheldhczF6S3JpZWtLZ1R5VkZGcklZMzVWMVUtcFRuTVdpMHptZnNEM0Y2MlE0dnFvLVpYLVc1OVUvbUo3SHg0blNJbUtocnEyS0tlWFREUWIySnd1ZnJzNGg3LVRqOFlTaVVvbw=="
USA,North Carolina,Pisgah Forest,"35.2760° N, 82.7075° W","Venture into the breathtaking Pisgah Forest, a realm of lush woodlands, cascading waterfalls, and scenic hiking trails. Uncover the wonders of the Blue Ridge Mountains...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1BsLVhaekJXSUdGOEk2TjJ6TTRoSEEvc0loZ1RxVmpiWk9hVFl1WEt1aTdtQlBhT01DR3M5SkkxLWtmdDYtdExnSWNLdHBCbHBqVUxkMlFVQnZwYnlnYjI3alVrNHVxNGRKd1d0S3NrcFM3N1NjUzFTX1U3WEZUSzl3YmdVbVNMM3ZaUDVpS3Z6bldxMGVGcjhjTGEtNUkvM3dob0xKeUVISXVxMkJGSW9MOVI2Z3h5RFZWbzYxb1hCSkRDRVJGd1JOSQ=="
USA,North Carolina,Pleasure Island,"34.0365° N, 77.8999° W","Unwind on Pleasure Island, a coastal retreat offering sandy beaches, vibrant local culture, and family-friendly attractions. Enjoy the serenity of this seaside escape...",150+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLy14YXJVRFNrTS00RUgyQVFmdG1vWEEvZWh2aVFXRS1ZSnpiMVZIUGxFV3U0RmNidHV1VTZVOHRHZmw0WGxxYmk3bF9qQXFSdld4Vk04Z0wyS1dTRWhNUUZvVHc1Y2Q1SkF0SVJhVjNNOGg0WkFEWXV1Y3FTUnhnTVRmM2V2VElDZ1RLWndzLW9GNy1IQ256ZV9TNVVpVU0vOC14YU8zay0tMlNpMF9HeldiUV9QTmtDNkVSN1VlUGRVbWdLZE5tenVVOA=="
USA,North Carolina,Raleigh-Durham,"35.7796° N, 78.6382° W","Experience the dynamic blend of innovation, culture, and Southern charm in the Raleigh-Durham area. Discover world-class museums, historic landmarks, and a thriving culinary scene...",25+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0g4b0V5SXgzQm93TXZkc1pCZk04dlEvTnZESUhkQXFCZGVfY00yVmNlM0F6a2VpbzR0enpYVXQ0TVBXX0VoMzJ2QTZldzFNWG8yWWZaX2xyT2hPTWRYbWRXNkRrOTdVSlNrX3JiTGp4bjVsN2FfT1c2azJjbTlJaExxWkhOWUQ4bFl3dmdHa0Vva1BCcXhSampUcWdLN04venNtbE1iTWlaTWZTdGZja3BibUZuMTJNOXBwOGV6QUk2cFZWQ3lqX1IzMA=="
USA,North Carolina,Topsail Beach,"34.3672° N, 77.6476° W","Escape to the tranquil shores of Topsail Beach, a wonderful coastal haven offering sun-soaked relaxation, pristine beaches, and a welcoming community atmosphere...",250+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2VwSGlOdkc5NEZjODJyWUxQY3JaaXcvOUJyQ3JUOXBBWmpIYXl5OVJNM3ZKSjloU3d2TDFRVjR1Z2tMOW55X3hmZWs5bEZvc0tQQ1RacVM0RERQOURRTWgta25rZHpWek1LQzlXczBpTzBsdVc0TlhJMTBxa3I1NlNIM1R1VGIteHZFM0Y0UUZQeFhFcl9OOUJsbmMycXUvTzRxMlc4MW4ycEFyc00xUVNwekhTM1VXVkpMX3RRbUJtUXpNUGQwYm5jMA=="
USA,North Carolina,Wilmington,"34.2257° N, 77.9447° W","Delve into Wilmington's historic charm, with its scenic riverfront, lively arts scene, and nearby beaches. Explore the captivating beauty of the Cape Fear region...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0dLaHluTzBhY1dNeXNkNFJiUjZ0S1EvQmp0aW5hd0tBZk5oMk5vYnFtU3YwNVFWYjE1MzQtU3UwOWVVMTlpNC1rejdCblZ6SlpwT2JTa0FRaC1vRmdMMXhOamJYRzVmci1rN0VoOXRKMEE0R003b0FLdHpZSzl6ams5cGdjcm9JX3o0UHE5c0pESVBzU3NmcUZ4VXJKbHkvOGlFX0pnSHRhRkFoUmlHT1h5dC1LRTRlS3BhVEsxa0ZBS0lkTkw3d0VXVQ=="
USA,North Dakota,,,"Best-known for Hollywood’s take on Fargo, North Dakota is rich in wandering bison & Native American culture. Drive through waving wheat fields to reach the Badlands or walk in the steps of Lewis & Clark…",5+ Havens,1 Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzgtTnl6QkU5cWhEclBoSndBOFhVRXcvSDdxSVNpWVhhM1pkc1Z2Mms1YWczMTZvZ0lXZG1QOHpZWTNLUHhFTVUwWE43N29keDlNaEJVdWgyQzVJeVU4N2w4UWp6RTdNWmlEem0zT25iZ1FUS3FBaGJHZWpiUmZFaFZiY0tUWkc3LW1Pc21XX2c3cnVxOE5zS0kyaE1uS0UvNDFmczVLdUFxSVQ4enVzQk9hTEItLTBjRjREOS1nRnZJbWtQSnkwQUxRWQ=="
USA,North Dakota,Bismarck,"46.8083° N, 100.7837° W","Explore North Dakota's vibrant capital, appreciate the rich history of the Great Plains, and enjoy the stunning beauty of the Missouri River…",,Top Destination,
USA,Ohio,,,"Home to the Bengels, the Browns & rowdy college ball, Ohio has plenty of team spirit. Brave the rides at Cedar Point or pay homage to your favorite band at the Rock & Roll Hall of Fame, all in the Buckeye State….",150+ Havens,3 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2NwNlljM2JXSzJGSGY1NjBpaXo5T0EvYS1RNmZVeUdsVDNBelhrX0RUTmZOTFd2RWZ1djBVLXBsZzNQRW92QmJjUE9XVWNKUW9PUFJscUJ0Wmt3c3lGR0xuU2VZRUR0WG9pRXZrM2RwZFFhYkI0VWwtb3JzS0JEejhZdWdpZWVHWkEvU2lZV2tSeXBTd3VZRkFrbGpKNlZsZHVidVBZWUI0VndRT2FsRDhBVVE3QQ=="
USA,Ohio,Cincinnati,"39.1031° N, 84.5120° W","Discover the Queen City, admire stunning architecture, and enjoy a thriving arts scene amid a rich cultural heritage…",20+ Havens,Top Destination,
USA,Ohio,Cleveland,"41.4993° N, 81.6944° W","Experience the Rock and Roll capital, explore world-class museums, and appreciate the revitalized waterfront along Lake Erie…",10+ Havens,Top Destination,/images/Cleveland.jpg
USA,Ohio,Columbus,"39.9612° N, 82.9988° W","Delve into a bustling capital city, immerse in a vibrant arts and culinary scene, and experience the charm of diverse neighborhoods…",10+ Havens,Top Destination,
USA,Oklahoma,,,"Oklahoma’s beauty stretches from its expansive plains to the vibrant Red River. Roll the dice at casinos, cheer on the Sooners, or stop off Route 66 to check out Tulsa’s surprising Art Deco design…",250+ Havens,2 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3lzWEo4TndoVGhsSTlWWkltWVppMGcvVlBXVFFUOFFIdVljRW9qU0xCcjRFYVBUZXFFaEV5R3JTNzVreUhDVkhyUmNSa3B2a1VGcG5QQU5HcWRieHdSWG9CTmJTbnZGNk5sbDBPampsbmVrNld2M0h1UFJobmN5d1hzQ1ZRVmxXYUkvRnRqVjFheVdTNXlJdjNjeTNGVDRabm1hOGRZSERXOXh3RXFSRFA3WU1hWQ=="
USA,Oklahoma,Oklahoma City,"35.4676° N, 97.5164° W","Explore the vibrant culture and rich history of Oklahoma City, a thriving hub of arts, entertainment, and outdoor recreation. Uncover the city's unique blend of Western charm and urban sophistication...",10+ Havens,Top Destination,/images/Oklahoma.jpg
USA,Oklahoma,Tulsa,"36.1539° N, 95.9928° W","Immerse yourself in Tulsa's eclectic mix of art, music, and history. Discover the city's lively downtown, iconic architecture, and the beauty of the Arkansas River...",25+ Havens,Top Destination,
